CASE_NUMBER,STATUS,APPLICATION_SUBMITTED_DATE,COMPLETED_DATE,CANCELLATION_DATE,BROKER_ID,BROKER_FIRM_ID,LOAN_AMOUNT,PROPERTY_CATEGORY
404,COMPLETED,2021-02-03 16:47:23.000000000,2021-06-02 22:59:00.000000000,,9a99ab3e-09fa-4eb8-aeaa-132b5d2361aa,0f80a61af66cef6c47022cfdcb2a67f4ef08c4297f767954c927a69a70a86d27,477091.000000,STANDARD
405,IN_PROGRESS,2021-02-03 17:07:09.000000000,,,9a99ab3e-09fa-4eb8-aeaa-132b5d2361aa,0f80a61af66cef6c47022cfdcb2a67f4ef08c4297f767954c927a69a70a86d27,323432.500000,STANDARD
410,COMPLETED,2021-02-08 16:05:59.000000000,2021-06-02 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,150245.500000,STANDARD
416,COMPLETED,2021-02-04 14:43:36.000000000,2021-11-18 22:59:00.000000000,,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,137995.000000,STANDARD
417,COMPLETED,2021-02-09 16:29:28.000000000,2021-06-29 22:59:00.000000000,,77a9bbff-3ce1-4b66-b011-c207ab300bfb,900ac51176e508f55836c162983507a694a70c1c04a750b2f3dda04298f246be,650534.980000,STANDARD
419,CANCELLED,2021-02-05 11:52:05.000000000,,2021-03-08 10:28:14.000000000,4035d61f-38ac-4a19-a89b-65b22372e685,4a861d8de464339838914b91e0b393b5147b41873b10d0afb3323e0a99ee092a,179500.380000,STANDARD
423,CANCELLED,2021-02-09 10:50:00.000000000,,2021-12-09 16:01:10.000000000,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,129033.000000,STANDARD
427,COMPLETED,2021-02-10 23:39:12.000000000,2021-06-24 22:59:00.000000000,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,419345.560000,STANDARD
433,COMPLETED,2021-02-09 16:03:39.000000000,2021-07-22 22:59:00.000000000,,00ca468e-3630-4fe6-b0fd-86f6d27e3b40,cc533ea8aa51b56615878636de8f4570820d879ddc7abae0ff7a35a15ef7a30d,94396.000000,STANDARD
439,CANCELLED,2021-02-08 16:43:08.000000000,,2021-04-06 16:18:12.000000000,0ee539fe-1ccc-4c00-8bd6-8aff71f4ae5a,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,157501.500000,STANDARD
442,COMPLETED,2021-02-11 09:55:19.000000000,2021-04-01 22:59:00.000000000,,4035d61f-38ac-4a19-a89b-65b22372e685,4a861d8de464339838914b91e0b393b5147b41873b10d0afb3323e0a99ee092a,176001.750000,STANDARD
443,CANCELLED,2021-02-08 17:10:43.000000000,,2021-03-04 17:26:49.000000000,c32102a4-305a-4ff6-aff0-ae4ebc673bdf,eba12ce3d99c8cc42d5f156e0de80554342189c9eb1fca81d5a2f78339911592,402534.000000,HMO
446,COMPLETED,2021-02-09 16:40:56.000000000,2021-08-09 22:59:00.000000000,,6681300b-f464-402b-b85b-777032662396,19a84671aaaf4a6f9ff49f4ccbe6bc093b71ef749850a320c67d72983ad52991,255183.000000,STANDARD
448,COMPLETED,2021-02-09 17:19:12.000000000,2021-08-09 22:59:00.000000000,,6681300b-f464-402b-b85b-777032662396,19a84671aaaf4a6f9ff49f4ccbe6bc093b71ef749850a320c67d72983ad52991,428624.500000,STANDARD
449,COMPLETED,2021-02-08 16:06:22.000000000,2021-03-24 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,560206.810000,MUFB
452,CANCELLED,2021-02-16 12:33:25.000000000,,,fd7b2fca-5c01-4423-b82a-4581a9d8128d,81a346a855be30c5084b41c6fd2478e833ee0f569ca4d06d01b8eb1252890502,255437.500000,STANDARD
454,COMPLETED,2021-02-23 10:56:05.000000000,2021-08-31 22:59:00.000000000,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,147840.630000,STANDARD
457,COMPLETED,2021-02-10 15:42:48.000000000,2021-04-14 22:59:00.000000000,,c32102a4-305a-4ff6-aff0-ae4ebc673bdf,eba12ce3d99c8cc42d5f156e0de80554342189c9eb1fca81d5a2f78339911592,330959.000000,STANDARD
458,CANCELLED,2021-02-10 15:53:43.000000000,,2021-03-03 12:40:02.000000000,c32102a4-305a-4ff6-aff0-ae4ebc673bdf,eba12ce3d99c8cc42d5f156e0de80554342189c9eb1fca81d5a2f78339911592,446705.500000,STANDARD
459,COMPLETED,2021-02-10 15:59:51.000000000,2021-04-14 22:59:00.000000000,,c32102a4-305a-4ff6-aff0-ae4ebc673bdf,eba12ce3d99c8cc42d5f156e0de80554342189c9eb1fca81d5a2f78339911592,298904.000000,STANDARD
460,CANCELLED,2021-02-10 16:05:21.000000000,,2021-03-04 17:05:13.000000000,c32102a4-305a-4ff6-aff0-ae4ebc673bdf,eba12ce3d99c8cc42d5f156e0de80554342189c9eb1fca81d5a2f78339911592,439316.000000,STANDARD
461,CANCELLED,2021-02-10 16:18:23.000000000,,2021-03-01 13:10:10.000000000,c32102a4-305a-4ff6-aff0-ae4ebc673bdf,eba12ce3d99c8cc42d5f156e0de80554342189c9eb1fca81d5a2f78339911592,307302.880000,STANDARD
463,COMPLETED,2021-02-11 12:58:53.000000000,2021-07-26 22:59:00.000000000,,00ca468e-3630-4fe6-b0fd-86f6d27e3b40,cc533ea8aa51b56615878636de8f4570820d879ddc7abae0ff7a35a15ef7a30d,109414.500000,STANDARD
473,COMPLETED,2021-02-10 08:47:49.000000000,2021-04-22 22:59:00.000000000,,a8a45414-cd03-4df5-a26a-e64d2c51b0df,b07e61661335a22175ec2b4f46eb8c07c915df783a8bbe6f858c0b0981e8e775,238631.000000,STANDARD
474,COMPLETED,2021-02-10 08:45:51.000000000,2021-04-21 22:59:00.000000000,,a8a45414-cd03-4df5-a26a-e64d2c51b0df,b07e61661335a22175ec2b4f46eb8c07c915df783a8bbe6f858c0b0981e8e775,270585.400000,STANDARD
475,COMPLETED,2021-02-10 08:55:31.000000000,2021-04-21 22:59:00.000000000,,a8a45414-cd03-4df5-a26a-e64d2c51b0df,b07e61661335a22175ec2b4f46eb8c07c915df783a8bbe6f858c0b0981e8e775,248394.100000,STANDARD
480,COMPLETED,2021-02-11 09:11:48.000000000,2021-04-27 22:59:00.000000000,,c66ad127-52a9-4fae-890a-23728e2d275c,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,286696.000000,HMO
481,COMPLETED,2021-02-15 16:25:22.000000000,2021-06-07 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,177201.500000,STANDARD
490,COMPLETED,2021-03-10 14:46:35.000000000,2021-05-17 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,1073426.000000,MUFB
497,COMPLETED,2021-02-12 13:12:29.000000000,2021-04-29 22:59:00.000000000,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,194502.000000,STANDARD
501,COMPLETED,2021-02-12 09:59:24.000000000,2021-04-16 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,105100.380000,STANDARD
502,COMPLETED,2021-02-15 13:50:54.000000000,2021-04-26 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,109999.380000,STANDARD
503,COMPLETED,2021-02-15 17:00:10.000000000,2021-04-13 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,116200.750000,STANDARD
504,COMPLETED,2021-02-12 14:57:32.000000000,2021-05-10 22:59:00.000000000,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,221248.150000,STANDARD
505,COMPLETED,2021-02-11 14:41:40.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,129610.930000,HMO
506,COMPLETED,2021-02-15 16:47:44.000000000,2021-05-20 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,134701.000000,STANDARD
508,CANCELLED,2021-02-12 10:28:38.000000000,,2021-04-13 09:48:55.000000000,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,391233.000000,HMO
514,COMPLETED,2021-02-15 17:08:21.000000000,2021-08-26 22:59:00.000000000,,4035d61f-38ac-4a19-a89b-65b22372e685,4a861d8de464339838914b91e0b393b5147b41873b10d0afb3323e0a99ee092a,397574.000000,STANDARD
519,COMPLETED,2021-02-12 13:32:26.000000000,2021-06-07 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,134983.000000,STANDARD
520,COMPLETED,2021-02-12 12:24:23.000000000,2021-05-07 22:59:00.000000000,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,461011.000000,HMO
522,CANCELLED,2021-02-18 13:03:12.000000000,,2021-06-10 07:56:03.000000000,4035d61f-38ac-4a19-a89b-65b22372e685,4a861d8de464339838914b91e0b393b5147b41873b10d0afb3323e0a99ee092a,179247.000000,STANDARD
523,COMPLETED,2021-02-12 13:31:07.000000000,2021-04-29 22:59:00.000000000,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,194502.000000,STANDARD
526,CANCELLED,2021-02-15 11:20:13.000000000,,2021-04-11 15:24:52.000000000,0e8fc14a-b53f-423d-a1a7-03376af5d73e,e63faaebcad7b0395f980893ed785f8d4fc26511395cd34d52238bae5727a917,494915.000000,HMO
539,CANCELLED,2021-04-28 09:15:23.000000000,,2021-07-02 11:30:26.000000000,6808c4fd-ced5-4665-a602-844943fb0d04,325e020b9b40396ac5ff326b7234c285df54d00cde90602ec5c55caf09fb07b6,281045.000000,HMO
540,CANCELLED,2021-03-22 17:25:02.000000000,,2021-07-01 13:28:22.000000000,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,537295.000000,HMO
543,COMPLETED,2021-02-16 09:32:19.000000000,2021-04-27 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,109999.380000,STANDARD
544,COMPLETED,2021-04-19 14:36:30.000000000,2021-06-11 22:59:00.000000000,,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,191401.500000,STANDARD
545,COMPLETED,2021-02-15 16:48:29.000000000,2021-04-22 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,166231.000000,STANDARD
546,COMPLETED,2021-02-15 17:02:26.000000000,2021-05-24 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,166231.000000,STANDARD
551,COMPLETED,2021-02-16 11:17:05.000000000,2021-04-20 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,189602.000000,STANDARD
553,COMPLETED,2021-02-16 14:10:57.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,157545.770000,HMO
554,COMPLETED,2021-02-16 11:53:07.000000000,2021-04-20 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,134701.000000,STANDARD
555,COMPLETED,2021-02-19 12:19:37.000000000,2021-06-04 22:59:00.000000000,,fded6a9b-549c-4f47-a820-118001368786,4a31e715c18691a62bb1022c7fab48bea79ba37d7023249ef22db47617565937,176001.750000,STANDARD
558,COMPLETED,2021-02-16 14:01:06.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,159518.750000,STANDARD
562,COMPLETED,2021-02-17 12:59:50.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,164900.380000,HMO
566,COMPLETED,2021-02-17 12:29:50.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,143843.500000,STANDARD
568,COMPLETED,2021-02-16 15:51:44.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,131594.000000,STANDARD
569,COMPLETED,2021-02-16 16:09:51.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,144566.550000,HMO
574,COMPLETED,2021-02-23 14:35:44.000000000,2021-05-05 22:59:00.000000000,,b3026218-a0e9-4e59-a9ad-441816d7b3d9,f33cdab5a651a205e8389d44ad598b1af2d2e46464d3c6e9b6e71f9754779537,329137.000000,STANDARD
576,CANCELLED,2021-03-08 12:04:13.000000000,,,b1a7d9e0-6d3b-4f31-80b3-da8884b9aa87,1221bf801f26715febdf7117bc38b502a0601b18af90289a33104b570ca5b9a9,191315.000000,STANDARD
581,COMPLETED,2021-02-19 09:57:43.000000000,2021-07-06 22:59:00.000000000,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,175193.000000,STANDARD
587,COMPLETED,2021-02-17 13:57:53.000000000,2021-05-18 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,160411.000000,STANDARD
588,COMPLETED,2021-02-17 13:24:40.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,112788.750000,HMO
589,COMPLETED,2021-02-17 14:08:00.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,147268.250000,STANDARD
591,COMPLETED,2021-02-17 14:14:27.000000000,2021-04-30 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,271423.000000,STANDARD
592,COMPLETED,2021-02-17 14:45:38.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,174640.500000,STANDARD
594,COMPLETED,2021-02-18 11:39:04.000000000,2021-08-20 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,105365.500000,STANDARD
598,COMPLETED,2021-02-17 15:23:19.000000000,2021-10-28 22:59:00.000000000,,91c69f9a-4eb4-47df-b4c9-1bd1785cdac6,8fd0c57a17f6cf47f182312a25ad858f6b0dbc80dbbdae35738b3bf0ea21840e,131347.900000,STANDARD
599,CANCELLED,2021-02-17 20:48:38.000000000,,2021-10-14 11:16:04.000000000,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,182801.880000,STANDARD
600,CANCELLED,2021-02-17 21:06:27.000000000,,2021-10-14 11:16:05.000000000,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,161561.000000,STANDARD
602,COMPLETED,2021-02-18 14:59:02.000000000,2021-06-14 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,218239.500000,STANDARD
603,CANCELLED,2021-02-17 21:24:46.000000000,,2021-10-14 11:16:05.000000000,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,201301.130000,STANDARD
605,CANCELLED,2021-03-04 20:42:27.000000000,,2021-09-02 11:52:04.000000000,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,425381.790000,STANDARD
606,COMPLETED,2021-02-26 14:31:36.000000000,2021-12-08 22:59:00.000000000,,50cf255b-45df-44df-9370-5a7d2d7c3662,5750a963da6ccd494233272812e2173472e15d123595293ceaa7e9a3039e3d38,337112.500000,STANDARD
608,COMPLETED,2021-02-18 12:34:51.000000000,2021-06-08 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,116200.750000,STANDARD
609,COMPLETED,2021-02-18 12:46:57.000000000,2021-06-04 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,132158.000000,HMO
611,COMPLETED,2021-02-18 12:52:07.000000000,2021-06-09 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,132158.000000,HMO
612,COMPLETED,2021-02-19 13:27:44.000000000,2021-06-24 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,93520.630000,STANDARD
613,COMPLETED,2021-02-18 15:10:30.000000000,2021-06-30 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,103668.250000,STANDARD
614,COMPLETED,2021-02-18 15:23:02.000000000,2021-07-01 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,106645.500000,STANDARD
615,COMPLETED,2021-02-18 15:34:48.000000000,2021-07-01 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,108790.250000,STANDARD
616,COMPLETED,2021-02-18 15:52:33.000000000,2022-01-07 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,131594.000000,STANDARD
617,COMPLETED,2021-02-18 16:53:57.000000000,2021-07-01 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,106645.500000,STANDARD
618,COMPLETED,2021-02-18 17:02:21.000000000,2021-07-01 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,91835.000000,STANDARD
619,CANCELLED,2021-02-18 17:17:33.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,94396.000000,STANDARD
620,COMPLETED,2021-02-18 17:25:12.000000000,2021-07-01 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,131594.000000,STANDARD
621,CANCELLED,2021-02-18 17:32:57.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,94396.000000,STANDARD
622,COMPLETED,2021-02-18 17:40:58.000000000,2021-08-20 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,78720.750000,STANDARD
623,COMPLETED,2021-02-18 17:50:28.000000000,2021-08-24 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,110070.250000,STANDARD
624,COMPLETED,2021-02-18 17:57:03.000000000,2021-08-23 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,137995.000000,STANDARD
625,CANCELLED,2021-02-26 17:18:31.000000000,,2021-05-19 09:51:46.000000000,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,145343.000000,STANDARD
626,CANCELLED,2021-02-19 01:25:39.000000000,,2021-09-28 09:41:31.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,373357.000000,STANDARD
628,CANCELLED,2021-04-21 16:44:32.000000000,,2021-05-19 14:12:15.000000000,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,258309.750000,STANDARD
629,CANCELLED,2021-02-19 10:10:49.000000000,,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,131594.000000,STANDARD
630,CANCELLED,2021-02-19 10:42:06.000000000,,2021-11-12 12:04:26.000000000,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,132874.000000,STANDARD
631,COMPLETED,2021-02-19 10:51:46.000000000,2021-08-20 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,106229.250000,STANDARD
632,COMPLETED,2021-02-19 11:11:14.000000000,2021-08-24 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,122320.750000,STANDARD
633,COMPLETED,2021-02-19 11:18:31.000000000,2021-08-20 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,116471.250000,STANDARD
634,CANCELLED,2021-02-19 12:35:09.000000000,,2021-10-13 15:24:01.000000000,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,123000.880000,STANDARD
638,CANCELLED,2021-02-19 14:14:01.000000000,,2021-10-13 15:25:00.000000000,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,105100.380000,STANDARD
641,CANCELLED,2021-02-19 14:30:15.000000000,,2021-10-13 15:24:00.000000000,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,104501.630000,STANDARD
643,CANCELLED,2021-02-19 14:41:49.000000000,,2021-08-19 08:28:37.000000000,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,141501.130000,STANDARD
644,COMPLETED,2021-02-19 14:52:07.000000000,2021-09-10 22:59:00.000000000,,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,98300.250000,STANDARD
646,CANCELLED,2021-02-19 15:01:34.000000000,,2021-10-13 15:23:00.000000000,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,123000.880000,STANDARD
647,CANCELLED,2021-02-19 15:10:39.000000000,,2021-08-19 08:27:36.000000000,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,105100.380000,STANDARD
649,COMPLETED,2021-02-22 10:36:25.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,137442.500000,STANDARD
652,CANCELLED,2021-02-22 15:47:57.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,477968.000000,STANDARD
656,CANCELLED,2021-02-23 14:26:34.000000000,,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,515166.000000,STANDARD
658,CANCELLED,2021-02-22 14:18:39.000000000,,2021-06-18 15:05:59.000000000,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,198308.000000,STANDARD
660,CANCELLED,2021-02-23 11:00:22.000000000,,2021-10-20 14:50:27.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,606097.000000,MUFB
663,CANCELLED,2021-03-04 15:49:17.000000000,,2021-09-16 11:07:53.000000000,b1a7d9e0-6d3b-4f31-80b3-da8884b9aa87,1221bf801f26715febdf7117bc38b502a0601b18af90289a33104b570ca5b9a9,259510.430000,STANDARD
